0,1,22,7,1,3,0
1,0,38,71,0,1,0
1,0,26,8,1,3,0
1,0,35,53,1,1,0
0,1,35,8,1,3,0
0,1,30,8,2,3,0
0,1,54,52,1,1,0
0,1,2,21,1,3,1
1,0,27,11,1,3,2
1,0,14,30,0,2,0
1,0,4,17,1,3,1
1,0,58,27,1,1,0
0,1,20,8,1,3,0
0,1,39,31,1,3,5
0,0,14,8,1,3,0
1,0,55,16,1,2,0
0,1,2,29,2,3,1
1,1,30,13,1,2,0
0,0,31,18,1,3,0
1,0,30,7,0,3,0
0,1,35,26,1,2,0
1,1,34,13,1,2,0
1,0,15,8,2,3,0
1,1,28,36,1,1,0
0,0,8,21,1,3,1
1,0,38,31,1,3,5
0,1,30,7,0,3,0
0,1,19,263,1,1,2
1,0,30,8,2,3,0
0,1,30,8,1,3,0
0,1,40,28,0,1,0
1,0,30,147,0,1,0
1,0,30,8,2,3,0
0,1,66,10,1,2,0
0,1,28,82,0,1,0
0,1,42,52,1,1,0
1,1,30,7,0,3,0
0,1,21,8,1,3,0
0,0,18,18,1,3,0
1,0,14,11,0,3,0
0,0,40,9,1,3,0
0,0,27,21,1,2,0
0,1,30,8,0,3,0
1,0,3,42,0,2,2
1,0,19,8,2,3,0
0,1,30,8,1,3,0
0,1,30,16,2,3,0
1,0,30,8,2,3,0
0,1,30,22,0,3,0
0,0,18,18,1,3,0
0,1,7,40,1,3,1
0,1,21,8,1,3,0
1,0,49,77,0,1,0
1,0,29,26,1,2,0
0,1,65,62,0,1,1
1,1,30,36,1,1,0
1,0,21,10,1,2,0
0,1,28,7,0,3,0
1,0,5,28,1,2,2
0,1,11,47,1,3,2
0,1,22,7,0,3,0
1,0,38,80,0,1,0
0,1,45,83,1,1,0
0,1,4,28,1,3,2
0,1,30,28,0,1,0
1,1,2,15,0,3,1
1,0,29,10,1,2,0
0,1,19,8,1,3,0
1,0,17,8,1,3,2
0,1,26,9,1,3,0
0,1,32,10,1,2,0
0,0,16,47,1,3,2
0,1,21,74,1,2,0
0,1,26,14,0,3,0
1,1,32,56,1,3,0
0,1,25,8,1,3,0
0,1,30,8,1,3,0
0,1,30,8,1,3,0
1,1,0,29,1,2,2
1,0,30,12,1,3,0
0,1,22,9,1,3,0
1,1,29,10,1,3,0
1,0,30,8,2,3,0
0,1,28,47,1,1,0
1,0,17,10,1,2,0
1,0,33,16,1,3,0
0,1,16,34,1,3,3
0,1,30,8,1,3,0
1,0,23,263,1,1,2
0,1,24,8,1,3,0
0,1,29,8,1,3,0
0,1,20,8,1,3,0
0,1,46,61,1,1,0
0,1,26,21,1,3,2
0,1,59,7,1,3,0
0,1,30,8,1,3,0
0,1,71,35,0,1,0
1,1,23,63,0,1,1
1,0,34,23,1,2,1
0,1,34,26,1,2,0
0,0,28,8,1,3,0
0,1,30,8,1,3,0
0,1,21,77,1,1,1
0,1,33,9,1,3,0
0,1,37,8,1,3,0
0,1,28,8,1,3,0
1,0,21,8,1,3,0
1,1,30,8,1,3,0
0,1,38,8,1,3,0
1,0,30,24,2,3,0
0,1,47,52,1,1,0
0,0,14,14,0,3,0
0,1,22,8,1,3,0
0,0,20,10,1,3,0
0,0,17,14,0,3,0
0,1,21,8,1,3,0
0,1,70,8,2,3,0
0,1,29,21,1,2,0
0,1,24,248,0,1,1
0,0,2,31,1,3,2
0,1,21,74,1,2,0
0,1,30,8,1,3,0
0,1,32,30,0,2,0
1,0,32,13,1,2,0
0,1,54,77,1,1,1
1,1,12,11,0,3,0
0,1,30,8,2,3,0
1,1,24,7,1,3,0
1,0,29,22,0,3,1
0,1,45,7,1,3,0
0,1,33,8,0,3,0
0,1,20,7,1,3,0
0,0,47,14,1,3,0
1,0,29,26,1,2,0
0,1,25,13,1,2,0
0,1,23,15,0,2,0
1,0,19,26,1,1,2
0,1,37,53,1,1,0
0,1,16,9,1,3,0
0,1,24,79,0,1,0
0,0,30,15,0,3,2
1,0,22,8,1,3,0
1,0,24,16,1,3,0
0,1,19,7,2,3,0
0,1,18,12,1,2,0
0,1,19,37,1,2,1
1,1,27,8,1,3,0
0,0,9,34,1,3,2
0,1,36,26,1,2,2
0,1,42,13,1,2,0
0,1,51,13,1,2,0
1,0,22,67,1,1,0
0,1,55,8,1,3,0
0,1,40,14,1,3,2
0,1,30,7,1,3,0
0,1,51,61,0,1,1
1,0,16,8,2,3,0
0,1,30,8,1,3,0
0,1,30,9,1,3,0
0,1,2,70,1,3,2
0,1,44,16,1,3,1
1,0,40,16,1,2,0
0,1,26,8,1,3,0
0,1,17,9,1,3,0
0,1,1,40,1,3,1
1,1,9,21,1,3,2
1,0,30,55,1,1,1
0,0,45,28,1,3,4
0,1,30,26,1,1,0
0,1,28,56,1,3,0
0,1,61,34,1,1,0
0,1,4,29,2,3,1
1,0,1,11,1,3,1
0,1,21,8,1,3,0
0,1,56,31,0,1,0
0,1,18,8,1,3,1
0,1,2,25,1,3,1
0,0,50,29,0,1,0
0,1,30,13,1,2,0
0,1,36,0,1,3,0
0,0,10,70,1,3,2
0,1,30,15,0,2,0
0,1,9,31,1,3,2
1,1,1,39,1,2,1
1,0,4,22,1,3,2
0,1,30,50,1,1,0
1,0,30,16,2,3,0
1,1,45,27,1,1,0
0,1,40,16,2,3,1
0,1,36,8,1,3,0
1,0,32,13,1,2,0
0,1,19,13,1,2,0
1,0,19,8,1,3,0
1,1,3,26,1,2,1
1,0,44,28,0,1,0
1,0,58,147,0,1,0
0,1,30,8,2,3,0
0,1,42,8,1,3,1
1,0,30,8,2,3,0
0,0,24,13,1,2,0
0,1,28,10,1,3,0
0,1,10,70,1,3,2
0,1,34,6,1,3,0
0,1,45,7,0,3,0
1,1,18,8,1,3,0
0,0,2,10,1,3,1
0,1,32,16,1,3,0
1,1,26,19,0,3,0
1,0,16,8,2,3,0
1,1,40,31,0,1,0
0,1,24,7,1,3,0
1,0,35,21,1,2,0
0,1,22,7,1,3,0
0,1,30,13,1,2,0
0,1,30,8,2,3,0
1,0,31,113,0,1,0
1,0,27,8,1,3,0
0,1,42,27,1,2,0
1,0,32,76,0,1,0
0,1,30,10,1,2,0
1,1,16,8,1,3,0
0,1,27,13,1,2,0
0,1,51,8,1,3,0
0,1,30,8,1,3,0
1,1,38,90,1,1,0
0,1,22,9,1,3,0
1,1,19,10,1,2,0
0,1,20,7,1,3,0
0,1,18,13,1,2,0
0,0,7,25,1,3,1
1,0,35,83,1,1,0
0,1,29,8,1,3,0
0,1,59,14,1,2,0
1,0,5,31,1,3,2
0,1,24,10,1,2,0
0,0,30,8,1,3,0
0,1,44,26,1,2,0
1,0,8,26,1,2,2
0,1,19,10,1,2,0
0,1,33,12,1,2,0
0,0,30,14,0,3,0
1,0,30,16,2,3,0
0,1,29,10,1,2,0
0,1,22,7,1,3,0
0,1,30,7,0,3,0
0,1,44,90,2,1,0
0,0,25,8,1,3,0
1,0,24,14,1,2,2
1,1,37,53,1,1,1
0,1,54,26,1,2,0
0,1,30,7,1,3,0
0,0,29,10,1,3,1
0,1,62,27,1,1,0
0,1,30,16,1,3,0
0,0,41,20,1,3,2
1,0,29,15,0,3,2
1,0,30,79,0,1,0
1,0,30,86,1,1,0
1,0,35,512,0,1,0
1,0,50,26,1,2,1
0,1,30,8,2,3,0
1,1,3,31,1,3,2
0,1,52,80,1,1,1
0,1,40,0,1,1,0
0,0,30,8,2,3,0
0,1,36,10,1,2,0
0,1,16,40,1,3,1
1,1,25,8,1,3,0
1,0,58,153,1,1,1
1,0,35,136,1,1,0
0,1,30,31,1,1,0
1,1,25,0,1,3,0
1,0,41,20,1,2,1
0,1,37,30,0,1,1
1,0,30,8,2,3,0
1,0,63,78,1,1,0
0,0,45,8,1,3,0
0,1,30,0,1,2,0
0,1,7,29,2,3,1
1,0,35,20,1,3,1
0,1,65,8,2,3,0
0,1,28,8,1,3,0
0,1,16,10,1,3,0
1,1,19,8,1,3,0
0,1,30,26,1,1,0
0,1,33,9,0,3,0
1,1,30,10,1,3,0
0,1,22,8,1,3,0
1,1,42,13,1,2,0
1,0,22,8,2,3,0
1,0,26,79,1,1,0
1,0,19,91,0,1,0
0,1,36,13,0,2,0
0,0,24,9,1,3,0
0,1,24,8,1,3,0
0,1,30,28,0,1,0
0,1,23,7,0,3,0
0,0,2,152,1,1,2
1,1,30,30,1,1,0
1,0,50,248,0,1,1
1,0,30,8,2,3,0
1,1,30,23,2,3,0
0,1,19,0,1,3,0
1,0,30,12,2,2,0
0,1,30,8,1,3,0
1,1,0,152,1,1,2
1,0,30,111,0,1,0
1,0,17,109,0,1,0
0,1,30,24,0,2,0
1,0,30,57,0,1,0
1,0,24,83,0,1,0
1,0,18,262,0,1,2
0,0,26,26,1,2,1
0,1,28,8,1,3,0
0,1,43,26,1,2,1
1,0,26,8,1,3,0
1,0,24,26,1,2,0
0,1,54,14,1,2,0
1,0,31,165,1,1,2
1,0,40,134,0,1,1
0,1,22,7,1,3,0
0,1,27,8,1,3,0
1,0,30,12,2,2,0
1,0,22,29,1,2,1
0,1,10,70,1,3,2
1,0,36,136,0,1,0
0,1,61,6,1,3,0
1,0,36,13,1,2,0
1,0,31,21,1,3,1
1,0,16,58,0,1,1
1,0,30,23,2,3,0
0,1,45,28,1,1,0
0,1,38,153,1,1,1
0,1,16,18,1,3,0
1,0,30,134,1,1,0
0,1,30,8,1,3,0
0,1,29,67,1,1,0
1,0,41,134,0,1,0
1,1,45,8,1,3,0
0,1,45,36,1,1,0
1,1,2,26,1,2,1
1,0,24,263,1,1,2
0,1,28,13,1,2,0
0,1,25,13,1,2,0
0,1,36,13,1,2,0
1,0,24,13,1,2,0
1,0,40,13,1,2,0
1,0,30,16,1,3,0
1,1,3,16,1,3,1
0,1,42,9,1,3,0
0,1,23,9,1,3,0
0,1,30,35,1,1,0
0,1,15,7,0,3,1
0,1,25,18,1,3,0
0,1,30,7,0,3,0
0,1,28,10,1,3,0
1,0,22,55,1,1,1
0,0,38,13,1,2,0
1,0,30,8,2,3,0
1,0,30,8,2,3,0
0,1,40,28,1,3,4
0,1,29,28,0,2,0
0,0,45,14,0,3,1
0,1,35,7,1,3,0
0,1,30,16,2,3,0
0,1,30,7,1,3,0
1,0,60,75,0,1,0
1,0,30,7,0,3,0
1,0,30,8,2,3,0
1,0,24,69,0,1,0
1,1,25,55,0,1,0
0,1,18,6,1,3,0
0,1,19,8,1,3,0
0,1,22,136,0,1,0
0,0,3,21,1,3,1
1,0,30,82,0,1,0
1,0,22,7,1,3,0
0,1,27,212,0,1,2
0,1,20,4,0,3,0
0,1,19,8,1,3,0
1,0,42,228,0,1,0
1,0,1,16,0,3,2
0,1,32,8,1,3,0
1,0,35,52,1,1,0
0,1,30,8,1,3,0
0,1,18,74,1,2,0
0,1,1,47,1,3,2
1,0,36,13,1,2,0
0,1,30,8,2,3,0
1,0,17,12,0,2,0
1,1,36,120,1,1,2
1,1,21,8,1,3,0
0,1,28,8,1,3,0
1,0,23,113,0,1,0
1,0,24,17,1,3,2
0,1,22,8,1,3,0
0,0,31,8,1,3,0
0,1,46,26,1,2,0
0,1,23,10,1,2,0
1,0,28,13,1,2,0
1,1,39,8,1,3,0
0,1,26,8,1,3,0
0,0,21,10,1,3,0
0,1,28,16,1,3,0
0,0,20,9,1,3,0
0,1,34,21,1,2,0
0,1,51,8,1,3,0
1,1,3,19,1,2,1
0,1,21,8,1,3,0
0,0,7,25,1,3,1
0,1,30,8,1,3,0
0,1,30,7,2,3,0
1,0,33,90,2,1,0
0,1,30,0,1,2,0
1,1,44,8,1,3,0
0,0,30,8,1,3,0
1,0,34,32,1,2,1
1,0,18,13,1,2,2
0,1,30,13,1,2,0
0,0,10,24,1,3,2
0,1,30,8,0,3,0
0,1,21,8,2,3,0
0,1,29,8,1,3,0
0,0,28,14,1,3,1
0,1,18,20,1,3,1
0,1,30,7,1,3,0
1,0,28,26,1,2,0
1,0,19,26,1,2,0
0,1,30,8,2,3,0
1,1,32,8,1,3,0
1,1,28,27,1,1,0
1,0,30,16,1,3,0
1,0,42,26,1,2,0
0,1,17,7,1,3,0
0,1,50,56,1,1,0
1,0,14,120,1,1,2
0,0,21,34,1,3,2
1,0,24,19,1,2,3
0,1,64,263,1,1,4
0,1,31,10,1,2,0
1,0,45,26,1,2,1
0,1,20,10,1,3,0
0,1,25,8,1,3,0
1,0,28,13,1,2,0
1,1,30,8,1,3,0
1,1,4,82,1,1,2
1,0,13,20,1,2,1
1,1,34,27,1,1,0
1,0,5,19,0,3,1
1,1,52,30,1,1,0
0,1,36,28,1,2,2
0,1,30,20,1,3,0
0,1,30,28,0,1,0
1,1,49,89,0,1,0
0,1,30,8,1,3,0
1,1,29,8,0,3,0
0,1,65,27,1,1,0
1,0,30,52,1,1,0
1,0,50,10,1,2,0
